,advice_mgmt_text,approves_ceo,cons_text,employee position,employee_location,employee_status,employee_years_at_company,number_helpful_votes,overall_rating,positive_outlook,pros_text,ratings_career_oportinity,ratings_comp_benefits,ratings_culture_values,ratings_senior_management,ratings_work_life_balance,review date,review_title
1447,not mentioned,1.0,"- Many (though not all) engineers tend to work lots of hours, mostly because they just enjoy what they're doing. If this isn't necessarily your lifestyle, you may feel like you're not ""keeping up"". This is really all in the eye of the beholder, though, as there are many engineers who are very effective and productive and use that to work more limited hours so that they can enjoy family/non-work activities.- Most …  teams have rotating on-call rotations, wherein the engineer must be available to be paged 24h a day (typically for a period of a week) to respond to issues with their product or service. This is more of a burden for some teams than others (e.g. a core piece of infrastructure vs. a little-used feature). This isn't particularly fun.- Rapid pace of product change means it can be a challenging place to be in infrastructure. This isn't necessarily bad, but it does require a flexibility in planning and mindset, particularly if you come from a company where software releases are measured in months-years.Show More", Senior Software Engineer,"Saint Louis, MO (US)",Current Employee ,M,0,5.0,1.0,"- Almost unbelievable autonomy and trust given to engineers; most projects bottom-up vs. top-down- Big, interesting projects are everywhere; if someone is bored at work, they're not trying very hard- Caliber of peers is extremely high- For the most part, rapid adoption (and often creation, e.g. a VM for PHP) of new technologies",5.0,5.0,5.0,5.0,3.0, 13 Nov 2012,"""Great place to be an engineer"""
1448,not mentioned,1.0,There's too much good food!, Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,"... with brilliant people from all over the world, getting to hack on stuff they are passionate about which end up making this world more open and connected!",5.0,5.0,5.0,5.0,5.0, 13 Nov 2012,"""Amazing work-place!"""
1449,,1.0,Not a small company anymore., Software Engineer,"Seattle, WA (US)",Current Employee ,M,1,5.0,1.0,"The engineers here are all at the top of the field. They could work anywhere. Everyone I've worked with has all the magic engineer powers: really smart, good at getting stuff done, and fun to be around. The company knows it, and so there's not much red tape on the engineering side. It's up to each person not to break the push or launch a feature too fast. It's refreshing.",5.0,4.0,5.0,5.0,5.0, 13 Nov 2012,"""Everyone around me is amazing"""
1450,not mentioned,1.0,There is a lot of code!, Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,,"Fun environment, super smart people, great food, and rewarding work!",5.0,5.0,5.0,5.0,5.0, 13 Nov 2012,"""Facebook is Awesome!"""
1451,not mentioned,1.0,"It can be stressful at times, and maintaining work life balance is tricky. I think this is mostly an internally driven thing rather than imposed by the company, but it is what it is.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"The work: Facebook is growing fast which means there's a lot of opportunity for career growth if you're motivated. My co-workers range from good to stupendously great engineers, and I've seen no sign yet of a decrease in quality in the new hires.The product: It's an incredibly rare opportunity to build products that are used by 1/6th of the world's population. I can visit the most far flung corners of the …  world, walk into a cafe and see people using the thing I've built to connect to their friends and loved ones.Show More",5.0,5.0,5.0,5.0,3.0, 13 Nov 2012,"""Huge impact, brilliant co-workers."""
1452,,1.0,"I work in a remote office (Seattle), and find that the culture here is different than in the main office in Menlo Park. I think more could be done to migrate the culture to the remote office. I'm also concerned that if growth (# of employees) is something we seek to maximize, and something we measure success against, then we jeopardize the amazing culture that has been so well cultivated.", Software Engineer,"Seattle, WA (US)",Current Employee ,L,0,5.0,1.0,"Very exciting place to work. High visibility and impact. The company is very open and transparent about it's workings. I feel like they treat me like an adult, with the expectations that I'll act like one.",5.0,5.0,5.0,5.0,4.0, 15 Nov 2012,"""Great place to work"""
1453,,0.0,"-for entry level positions in customer service/operations, etc., very little room for growth-although company culture is fun, strong feeling of preps +sorority girls in sales-", Online Sales Operations,"Palo Alto, CA (US)",Former Employee ,M,2,3.0,1.0,"+excellent benefits+""fun"" environment+fun outings and events",2.0,4.0,2.0,4.0,4.0, 16 Nov 2012,"""Overly focused on engineers, cut-throat"""
1454,,1.0,"Lots of the internal systems can be flaky. Scale is more important than reliability or consistency in some cases, which makes building reliable apps frustrating.", Software Engineer,"Seattle, WA (US)",Current Employee ,M,0,4.0,1.0,"There is little friction between developing product improvements and shipping them. Engineers are generally given lots of authority to figure out the right thing to do and just do it. When people come from other companies they are often shocked by this, but even as the company has grown there are still very few gatekeepers between an engineer and getting their code into production.",4.0,4.0,4.0,4.0,3.0, 19 Nov 2012,"""A place where engineers can be amazingly effective..."""
1455,not mentioned,1.0,Requires a lot of work in periods, SWE,"Menlo Park, CA (US)",Current Employee ,M,1,5.0,1.0,Very smart people aroundGreat projects and opportunitiesEasy changing of the teamsA lot of interesting stuff to work on,5.0,5.0,5.0,5.0,3.0, 27 Oct 2012,"""Great place to grow"""
1456,not mentioned,1.0,"It's still a big company. With that comes some of the big company downsides. Being smart politically can advance your career. If you keep your head down and just do a good job it's less likely to be noticed. For example, I see good engineers not going anywhere with their career even though they do good work, while I see average ones advance up the ranks if they make it a point to post in FYI for every feature they …  create.You also have less of a chance to make an impact as a new hire since you're more likely to work on existing features rather than new ones.If you joined about a year ago, your stock grant was over valued (by about 2x), so you're making a lot less than if you go to another company.None of the cons are unexpected at a large company. If you're looking to work for a larger, post IPO company, then you're not going to do better anywhere else.Show More", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,4.0,0.0,"* Great benefits (medical, pto, etc)* Flexible hours* Lots of food options, free drinks, etc. All usually very good* Smart people* Open culture* Great coworkers",4.0,4.0,4.0,5.0,4.0, 13 Nov 2012,"""The best large company you'll find"""
1457,,1.0,"- Open space setup for all. It's loud, sometimes over packed (it's better now). I've never been as unproductive.- Changes are sometimes hard to track.- Your project might be ""reformulated"" along the way...- Very young. The least ""social"" of the places I've ever worked at.", Senior Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,4.0,1.0,"- Many projects in many very different specialties.- Very good engineering level.- Fast moving, changing, adapting.",5.0,5.0,2.0,4.0,2.0, 13 Nov 2012,"""A powerful company, with lots of opportunities to make a difference."""
1458,not mentioned,1.0,Busy environment- understaffed in some key areas so it can be occasionally difficult to move forward with any work., Intern,"Washington, DC (US)",Current Employee ,L,2,5.0,1.0,"Great culture, people are thrilled to be there and that's infectious. The various perks don't hurt and you will constantly feel pushed to do your best.",4.0,5.0,5.0,5.0,5.0, 25 Oct 2012,"""Amazing."""
1459,,1.0,"- Now eating too many sweets because they're readily available.- Sometimes feel like I joined too late (e.g., hear Proposition 30 complaints from coworkers, doesn't apply to me).- Continued growth has decreased the small company feel somewhat. Beginning to develop internal politics.- There is some tendency among some folks to prefer a quick hack instead of the Right Thing in the name of moving fast.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,4.0,,"- Pervasive focus on impact.- Plenty of opportunity to make an impact, as we ship to millions of users on a short cycle with very little red tape. Not afraid to make mistakes, though of course we strongly prefer to avoid them.- Strong overall compensation.- Excellent on-site food options. I eat here at every opportunity.- Fun ""work hard play hard"" internal culture. Coworkers tend to be ""from the …  Internet"". Many lolz are had.Show More",4.0,4.0,4.0,5.0,4.0, 14 Nov 2012,"""Rarely a dull moment"""
1460,,1.0,"It can be a little distracting to be required to use Facebook at work.I've never worked for another large company, but I think it's better than most. Allocation process took a while.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,1,5.0,1.0,It is an amazing place. The new HQ is gorgeous and huge.You get to make whatever you want and launch it to a billion people.,5.0,5.0,5.0,5.0,5.0, 28 Oct 2012,"""Facebook is amazing"""
1461,,1.0,"- The size of the company makes communication a little harder, and it's more difficult to get to know people who you don't normally work with.- Conversely, there aren't enough employees to have people working on whatever pet project they want. The work they do has to have as much impact as possible (but the hackathons are a good chance to work on those pet projects for a bit)- Too much beer", Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,"- The ratio of employees to customers is still large enough that everything you do has impact- Employees are trusted with working on what's important without the need for constant overview- Everyone is smart, but rarely feel the need to prove it.- The amenities allow us to focus on our work, and also make us feel valued. Plus not having to go grocery shopping in eight months has been nice.- The …  campus really does feel like a home. This is the first job I've had where I really am glad to head into work and actually get disappointed when I see how quickly the day goes by.- The managers are very technical capable, and know when to manage and when to step back.Show More",5.0,5.0,5.0,5.0,4.0, 14 Oct 2012,"""It feels more like home than a job"""
1462,not mentioned,1.0,"I've felt like I've been able to maintain a pretty good work life/balance (especially after the first year), but I feel like I had to work hard to make that happen. Being around many people who feel compelled to put most of their waking weekday hours into coding can be intimidating, even when you feel confident in the job you're doing and even when pressure to put in a ton of hours is rarely explicit. Engineers can …  definitely work reasonable hours, especially older ones with families, but you have to bring your own self-confidence to trust that you're kicking butt even if you're not putting in a ton of hours (especially during the summers when interns ratchet up the intensity around the office)Things are done very fast, which also means things can be hectic and sometimes chaotic (though this feels less and less true as the years go by), but I'd expect some culture shock for anyone coming from software companies where stability and consensus are top-priorities. Code quality has felt really good for the past 2 or so years, though this definitely didn't feel true when I started.Show More", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,12,5.0,1.0,"During the 5+ years I've worked here as an engineer, I've had really incredible and satisfying experiences. I've learned so much more than I did at my past company in a similar amount of time, have almost never been disappointed with the caliber of a co-worker (and I've worked somewhat closely with around 50 other engineers) and have gotten to contribute the product as a clip I wouldn't have believed possible. As an …  engineer I felt like I had a lot of control and influence over my work and the products I worked on and got to create some of the most impactful and satisfying products and features of my career, past and probably future. If you're really great at what you do or have really great product ideas, very little will interfere with you showing that quickly. New engineers are highly valued in the culture.Salary/bonus compensation has been really strong in addition to the stock compensation.Show More",5.0,5.0,5.0,5.0,4.0, 29 Aug 2012,"""Really the best engineering experience I have hoped for"""
1463,,1.0,Intense environment is not for everyone. Mission driven company means many decisions are made based on relevance back to product and mission., Sales Director,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,Everyone there has an opportunity to make an impact. Company moves very fast and prides itself on running lean. This means autonomy and opportunity for almost every employee.,5.0,4.0,5.0,5.0,4.0, 4 Oct 2012,"""Amazing experience, amazing company"""
1464,not mentioned,1.0,The work itself is quite rigorous and difficult., Client Partner,"Toronto, ON (Canada)",Current Employee ,M,5,5.0,1.0,An incredible culture and great group of people to be around.,4.0,4.0,5.0,5.0,3.0, 20 Sep 2012,"""Fantastic Culture, Colleagues, Learning Experience, and an Overall Great Opportunity!"""
1465,,1.0,Base salary is a little below comparable companies. Young employee base can sometimes lack tact or manners. High density office plan presents parking issues., Operations Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"You're treated like a human being. You're well-fed. The corporate structure is designed so you can float to where you think you can do the best work with minimal hassle. Acquiring needed equipment is low friction. Above all, we believe in what we're doing.",5.0,5.0,5.0,5.0,4.0, 27 Sep 2012,"""FB is a rollercoaster of openness and communication that focuses on your ability to have impact on the world."""
1466,,1.0,"At 37, I'm one of the old guys.", Software Engineer,"Seattle, WA (US)",Current Employee ,L,8,5.0,1.0,Everyone in this company has incredible energy and passion for what they do. You get to work with some really smart people without any of the politics I've seen with other employers. Everyone is trying their best to be awesome at whatever it is that they do and having fun at the same time.,5.0,5.0,5.0,5.0,5.0, 3 Sep 2012,"""Awesome place to work!"""
1467,not mentioned,0.0,- hectic and chaotic- constant reorgs, Software Engineer,"Seattle, WA (US)",Current Employee ,M,0,4.0,0.0,- good learning experience- fun culture,3.0,3.0,4.0,2.0,3.0, 12 Oct 2012,"""Good learning experience, fun culture"""
1468,,1.0,Explosive growth and rapid hiring makes it sometime feel like a ton of people are getting hired into the spaces where you think you'd be promoted., Principal,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"Co-workers are not only super-smart, but they're also super-fun and relatively normal people. The job comes with a built in social life, if you want it. That makes it extremely easy for those who move to the Bay Area without knowing many people.",4.0,5.0,5.0,4.0,4.0, 24 Sep 2012,"""Opportunity of a lifetime to solve cutting edge problems."""
1469,,1.0,i have no time sometimes because im so very busy, Agent,Bacolod City (Philippines),Current Employee ,M,1,4.0,1.0,it is a user;s friendly website,3.0,4.0,5.0,,3.0, 5 Oct 2012,"""awesome"""
1470,,1.0,"A lot of strangers will talk to you if you go out with facebook tshirts, if you want to stay on your own, just don't wear them ! :-) Apart of this, no cons on working at FB in my opinion", Engineer,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,0,5.0,1.0,"It's a flat organization with very flexible work, lots of benefits and of course great food for breakfast, lunch and dinner!",5.0,5.0,5.0,4.0,4.0, 22 Sep 2012,"""Top Company to work for"""
1471,not mentioned,1.0,"Not much negative. I find myself wanting to come to work and participate. Sometimes, I don't want to leave... So oddly, it can make for a long day sometimes."," Manager, IT","Menlo Park, CA (US)",Current Employee ,L,2,5.0,1.0,"This is the best place in the world to be. Environment is all about engineers. Benefits, management, direction, culture - all very very positive items about the company. Keep up the great work Mark!!!!!!!",5.0,5.0,5.0,5.0,4.0, 14 Sep 2012,"""The best place in the world to work - if you could call it work (its more of a lifestyle)."""
1472,,1.0,Tireless hours. The work never stops., Anonymous Employee,"New York, NY (US)",Current Employee ,M,10,4.0,1.0,Unlimited opportunity: you define your path.Surrounded by the best and the brightest. Moving fast. Amazing perks.,3.0,4.0,5.0,3.0,2.0, 6 Sep 2012,"""Best place I've ever worked."""
1473,,1.0,"1) You own your own career, which also means you have to be the one focusing on impact (and ensure it's visible) to progress.2) The intense focus on impact can sometimes mean that longer-term, exploratory projects are harder to initiate, justify, and eventually get recognized for. Facebook is growing to the scale where a small team focused on ""failing more often"" (that is, crazier projects) would be …  beneficial.Show More", Research Scientist,"Menlo Park, CA (US)",Current Employee ,M,2,5.0,1.0,1) You own your own career: choose a team and a project; switch teams when you're saturated; learn any skill you need.2) Very little process and bureaucracy for a company of this size.3) Hackathons.,4.0,5.0,4.0,5.0,4.0, 11 Sep 2012,"""Great workplace for motivated engineers"""
1474,,1.0,"Can be a little intense sometimes especially around launches. To be successful at Facebook, people need to be able to enjoy the fast pase.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,not mentioned,2,5.0,1.0,Great culture where you are limited only by your ability and initiative.Engineers get to move around the company with low friction.,5.0,4.0,5.0,5.0,4.0, 3 Sep 2012,"""Great place to work"""
1475,,1.0,"Work life balance can be at times poor. No one is really putting a gun to my head to work this hard, but I feel a sense of duty to our teams and our users.As the company scale, I have seen some office politics creeping up here and there. I also hate the sense of entitlement that pops up every now and then.", User Operations,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,4,5.0,1.0,"Great culture. Management genuinely cares about staff happiness, career pathing, growth and personal development. As the company scales, you get a sense that everyone wants to retain the hack culture, the ability to move fast and to avoid bureaucratic systems, while offering opportunities to everyone and avoid any 'hand-picking' and keeping company politics to a minimum. The working environment is collaborative, …  open and focused on impact.People. Some of the smartest people I have ever had a chance to deal with. Hard-working, fun, collaborative, creative and driven. They are not all made from the same mold and diversity is important. In Dublin, I love the multicultural environment, it is respectful of everyone's culture and creates a great vibe around the office.Perks. Alright so the initial salary is not the highest compared to other companies I have worked for. However, the 6 monthly bonuses (performance based), stock, salary adjustment every year, free healthy delicious food all day really add up. I have had higher base salaries in previous jobs, but going to work every day without fearing what the day brings, and lower stress-levels are just priceless. Also put in the Irish/Dublin context (very very grim unemployment figures), it is a solid job with career prospects.What we do. Putting aside the people, the cool office and many perks, I really love what I do. We support hundreds of million users across EMEA/Latin America, and working on such a scale is inspiring. I feel immensely proud of what we are achieving every day.Show More",5.0,4.0,5.0,4.0,4.0, 28 Aug 2012,"""The best job I have ever had"""
1476,not mentioned,1.0,Getting fat. Need to use the free gym., Anonymous Employee,"San Francisco, CA (US)",Current Employee ,L,1,5.0,1.0,"- Free food- Free snacks- Free laundry- Free transportation- Smart, driven people- Chance to change the world",5.0,3.0,5.0,5.0,5.0, 10 Sep 2012,"""First job, no complaints!"""
1477,not mentioned,1.0,"If your require a lot of prescriptive guidance (step by step instructions), don't like dynamic work environments, and are lethargic when it comes to your work, this is not the best place to work at.", Analyst,"Dublin, Co. Dublin (Ireland)",Current Employee ,L,2,5.0,1.0,"Working at Facebook has been and still is the most amazing experience, for me. Why? Because,- The people that work here are extremely bright and driven- The work environment is incredibly open and supportive. If you want to get something done but need help or input from a different team, you will get it- You have the freedom to focus on what you feel will have the highest impact. Of course, you still …  need to do you core job though- The work culture is truly flexibleThese things may not be the most important points for you but after having worked in the voluntary sector (NPO), public sector (Army and UN), and the private sector (Banking) they are the most important to me. And from my experience separates Facebook from 99% of all work places.Show More",5.0,5.0,5.0,5.0,5.0, 3 Sep 2012,"""Like working at a start-up, a very big one. The friendliest and fastest work environment I have ever been part of!"""
1478,not mentioned,1.0,heavy work hours only besides that everything is cool about fb., Software Engineer,"New York, NY (US)",Current Employee ,L,1,5.0,0.0,the best place on earth to work. with the challenges u'll definitely enjoy.,5.0,5.0,5.0,4.0,4.0, 9 Sep 2012,"""awesome place to work"""
1479,,1.0,"The flip side of the low friction management structure is that you need to take on more ownership of finding high impact work--don't expect to handed out work, you need to identify the work and then get it done. I see this as a plus, but it can make it a little difficult when you start out.Having a high density of smart folks can make it feel more competitive than it really is, and that combined with the …  pretty low average age of employees can result in the occasional abrasive conversation.Being privy to the roadmap and our plans overall but not being able to tell people about it when they interpret our steps towards our grand vision in a negative light can be frustrating.Show More", Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,2,5.0,1.0,"I'm coming up to the end of my first quarter and continue to be blown away by how fast we can move, even compared to tiny startups. The engineering culture is aligned to enabling you to try things out, get things done and get them shipped out at an amazing rate. The perks are amazing and the management structure feels flat and low friction. Lots of smart folks and plenty of opportunities to get stuck into different …  areas if you feel like a change.Work/life balance is good; lots of encouragement to take a break when you need it with a pretty high frequency of offsite events, and flexible working hours.The onboarding process is very well put together: culture infusion from the moment you walk in the door, and you're mentored through a six week bootcamp and can be pushing code out to the website in your first week.Show More",5.0,5.0,5.0,5.0,5.0, 2 Sep 2012,"""Amazing scale, pace and culture"""
1480,,1.0,"The salary is not the highest I have ever had but the perks, bonus, annual salary and stock reviews etc make this better and there is an emphasis on performance based increases, so hard work is really well rewarded.Its a fast moving place which I also love but can be challenging as things we work on can change quickly so you need to be super adaptable but the dynamic nature of the role and the company makes …  it interesting and never dull.Show More", Team Leader User Operations,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,2,5.0,1.0,"There are so many cool things to say about where I work. I am an ex-Googler and I have had great expeirences in both companies but I would have to honestly say leaving Google to come to Facebook has been the best decision I ever made.We are all so busy, there is no time for politics and BS. We are solving huge problems and the work we do is played out on such a huge scale. Having this level of impact and …  being part of a relatively tiny team means you can really feel the value of the work you do. I love that we do not hyper hire, I love the fact that we hire such great people, people with a sense of purpose and some of the smartest people I have ever had the pleasure to work with.WE have great amenities as well. Everything you need is here at the office. People don't mind coming into work, people are genuinely happy to be here and you cannot fake this atmosphere.Feedback is well received and management do an awesome job of actioning this and listening to employees.Show More",5.0,5.0,5.0,5.0,5.0, 29 Aug 2012,"""Awesome place to work"""
1481,,1.0,* too much cool stuff to do that I don't have time to do it all, Product Analytics,"Menlo Park, CA (US)",Current Employee ,L,1,5.0,1.0,"* Intellectually challenging, stimulating work* I own my work stream and for the most part decide what is most important* Managers have a ""hands-off"" philosophy as long as you perform well, which is absolutely awesome* Tons of opportunities to develop technical, communication and other skills* Perks, perks, perks!",5.0,5.0,5.0,5.0,5.0, 1 Sep 2012,"""This is freaking amazing"""
1482,,1.0,The work sometimes does get a bit hectic., Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,It's an extremely fast paced environment.,5.0,4.0,5.0,4.0,3.0, 4 Sep 2012,"""A wonderful learning experience"""
1483,not mentioned,1.0,Things are constantly changing and sometimes you never know what's coming... but you know you have to get it done. It could be exciting but could also be a bit tiring sometimes..., Finance,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,Really smart and great people to work with! Management is not snooty and willing to listen to inputs. Managers have the attitude of pulling their sleeves up to reach common goal...very collaborative!,5.0,5.0,5.0,5.0,4.0, 2 Sep 2012,"""Best company I've ever worked for and I've worked at several"""
1484,,1.0,not so much..........but it damge so much tym, Moderatior,Khulna (Bangladesh),Current Employee ,M,1,5.0,1.0,its a easyy way to connect wid friend,5.0,5.0,5.0,5.0,5.0, 6 Sep 2012,"""not bad"""
1485,,1.0,hard to be promoted as some of the structures are very layered, Account Manager,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,0,5.0,1.0,"Great benefits - salary, food,training and atmosphere",4.0,5.0,5.0,4.0,4.0, 6 Sep 2012,"""Amazing company"""
1486,,1.0,Works on Facebook takes almost your time, Business Analyst,Cagayan de Oro (Philippines),Current Employee ,L,1,4.0,1.0,It has wide connections of different people and countries.,4.0,3.0,4.0,4.0,3.0, 16 Sep 2012,"""I met different people, Different culture it was good."""
1487,,1.0,We're only 1% done;You need to be comfortable with ambiguity;Still figuring out how to coordinate large projects;, Software Engineer,"Seattle, WA (US)",Current Employee ,M,1,5.0,1.0,"Work with smart, energetic people;Be empowered to pursue your ideas;Create great software with very little red tape;Supportive, collaborative environment with no politics;",5.0,5.0,4.0,5.0,4.0, 29 Aug 2012,"""The world is your oyster"""
1488,not mentioned,1.0,"- if you love process for the sake of process (i.e. going to meetings), Facebook is not your place. It thrives on results and moving fast, and process that helps the company move fast is reward; process that results in more meetings and redundancies is not- people at Facebook have a lot of fun, but it is a relatively serious and extremely driven place; we expect a lot out of our employees so come ready to …  contribueShow More", Director,"Menlo Park, CA (US)",Current Employee ,M,2,5.0,1.0,"- compared with its competitors (many of which have 30,000+ employees), Facebook gives people a chance to make a massive impact. I've been at the company for 4+ years and we consistently grow our number of employees far slower that the growth of our users, developers and advertisers. This gives each employee a chance to do something huge for our nearly 1billion users.- if you are a ""doer"" and take accountability …  for things, there really is no limit to what you can accomplishShow More",5.0,5.0,5.0,5.0,4.0, 29 Aug 2012,"""Best place to have a big impact"""
1489,not mentioned,1.0,"Facebook is all about iterating fast. This is great for our products because we can quickly get something out there and see what works and what does not. However, it means we have a lot of sketchy software and products sometimes. It also means we have to constantly be doing ""cleanup"" which often takes a long time. You will be under ""attack"" by the outside world because things ""suck"" even though you know they are …  being worked on and improved, but that takes time.Show More", Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"As a software engineer, a lot of work is self driven and based on self-motivation. You are not told exactly what to do week over week. It is your job to figure out what is best to work on, what has the most impact for the company, and how to improve things. Most engineering is driven by the engineers themselves and not some sort of management. To me, this is perfect. However, if you don't like thinking about what …  you are doing and being critical about what is good for the company and your team, this might not be the place for you.Show More",4.0,5.0,5.0,5.0,4.0, 1 Sep 2012,"""As a Facebook engineer, you can have as much impact as you are driven to have; your opinion matters a lot!"""
1490,not mentioned,1.0,"- Too much food can get you fat.- Ripstiks can hurt sometimes.- The first days of work can be very hard. They can be very fun too, though.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,"- High impact on a product that is used by 900M+ people every month.- Awesome environment with highly skilled coworkers.- Great culture, focus on getting stuff done.- Awesome food.- Great benefits and perks.- Engineering bootcamp, which is the best way to introduce the new hires to the culture and to teach how stuff works at Facebook.",5.0,5.0,5.0,5.0,5.0, 1 Sep 2012,"""So good it doesn't feel like work."""
1491,,1.0,- Work - life balance is difficult particularly for the ambitious.- So many moving parts at certain points that turns out different groups at different locations are working on the same problem. This can be helpful when it's an innovation/engineering problem but not as much when it is about business processes etc.- Developing tools to increase non-engineering employee efficiency not perceived as sexy but …  might be inhibiting growth.Show More, Sales Representative,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,0,5.0,1.0,"- If you are in sales:  - there isn't a more exciting thing to sell or talk about with clients and marketers  - huge advantage in terms of gaining access to clients- Great career opportunities especially for those that are willing to get involved in emerging teams and roles and get stuck in.- Great benefits and work environment, amazing people to work with. It'd be hard to …  work anywhere else.- Always launching something new both on the marketing front and for users.- Business side of the company aside, we're changing the way the world communicates.Show More",5.0,5.0,4.0,5.0,3.0, 4 Sep 2012,"""Absolute roller coaster"""
1492,,1.0,"in a move fast culture, things are always changing and you have to roll with the punches", Senior Recruiter,"Austin, TX (US)",Current Employee ,M,1,5.0,1.0,"smart people, challenging projects, refreshing to be with co-workers that love coming to work each day",5.0,5.0,5.0,5.0,5.0, 28 Aug 2012,"""Most fun and rewarding job I've ever had."""
1493,,1.0,"The cons at Facebook mostly fall under the heading of ""growing pains"".Technologically, things move so fast that the layers of the technology stack are often in flux. If you are building a system that depends on other systems at FB, be ready for them to change underneath you. Nothing stays the same for long at Facebook. Every layer of the stack changes, and changes quickly.At the human level, the …  company has also grown very quickly which means many of the lower level managers are new or inexperienced or got promoted to management for being good with computers (but not necessarily with people). It can be frustrating to report to junior managers and/or people who are clueless about social skills. With that said, the higher level, more senior managers tend to be really good and their skill often ""trickles down"" in various ways.Show More", Production Engineer,"Menlo Park, CA (US)",Current Employee ,M,1,5.0,1.0,"They grill you hard in the interview but once you're in, you get a lot of autonomy and freedom to make decisions about how you think things should be done. Zero bureaucracy/red tape, very few meetings, and people are encouraged to build what they think will work. Two of the common sayings there are ""code wins arguments"" and ""what does the data say?"" meaning that if people disagree about something, the debate gets …  resolved by looking at numerical data and/or by building something and seeing whether or not it works. This is a very fast, turn-on-a-dime, high productivity, zero BS environment. It's also a lot of fun to work there. People work hard and play hard.Show More",4.0,5.0,5.0,4.0,3.0, 29 Aug 2012,"""The best job I've ever had"""
1494,not mentioned,1.0,- The expectations are pretty high, Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,- Everyday is different- Good progression in the company- Nice people- Overall faith in the company,5.0,5.0,4.0,4.0,4.0, 29 Aug 2012,"""My first job, it does not get better than this"""
1495,not mentioned,1.0,"Media can be harsh sometimes and this makes you feel not so good. But once you understand that it comes in ""waves"" you start to deal better with it.", Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,"Still feels like a startup, you have all kinds of tech chalenges (which is really great for engineers) and the company has a very good atmosphere. The perks are very good and I feel great to wake up every day knowing that the work I do will have a huge impact to a lot of people.",4.0,5.0,5.0,5.0,3.0, 28 Aug 2012,"""Awesome people, great chalenges, wonderful company"""
1496,not mentioned,1.0,Lack of clear structure for many things, Anonymous Employee,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,0.0,"Freedom, start up culture, opportunities to take risk",5.0,4.0,5.0,5.0,5.0, 28 Aug 2012,"""Could not have chosen a better company than this to work for"""
1497,not mentioned,1.0,- Sometimes work can get stressful, Account Manager,"Dublin, Co. Dublin (Ireland)",Current Employee ,L,1,4.0,1.0,- Working with smart people- Great perks- Great experience- High recognition for great work,4.0,3.0,4.0,3.0,3.0, 11 Sep 2012,"""Amazing work environment"""
1498,,1.0,"The location isn't particularly convenient, but as the campus completes construction that seems to be less of an issue. This stage in the press cycle isn't partcularly fun, but that will pass.", Technical Program Manager,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,"Sure, there are perks like the food (it's really that good), the gym, etc. But the best reasons to work here are the people, the scale (both technical and impact), and the way management prioritizes well beyond short-term returns.",5.0,4.0,5.0,5.0,5.0, 25 Aug 2012,"""A great place to work, especially if you want to stretch your brain."""
1499,,1.0,Long hours are the normCan be very high-pressure around deadlines or when something goes wrongBack-end work generally viewed as less glamorous than front-end workEveryone outside the company always asks about the stock price, Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,,Incredibly smart coworkersVery interesting problems of scale to work onVery flat corporate structure - anyone can have an impactExtremely open cultureAmazing free food and great campus,4.0,5.0,4.0,5.0,3.0, 26 Aug 2012,"""Great place to learn while having an impact"""
1500,,1.0,"No complaints yet. Company is always focused on getting better. If I had to choose, I would say there aren't enough food options? ;)", Recruiter,"Menlo Park, CA (US)",Current Employee ,L,0,5.0,1.0,Great benefits and perks.Great culture.Interesting projects.Big on employee growth and development.Very collaborative work environment.Great parties to help employees take some time away from the office.,5.0,5.0,5.0,5.0,5.0, 26 Aug 2012,"""One of the best, if not the best place to work!"""
